loan_status,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
Fully Paid,1051502,1283189,5500,5500,5500, 36 months,10.65,179.16,B,B2,Martin County Library System,3 years,OWN,31000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051502,,home_improvement,Home Improvements,349xx,FL,22.3,0,Jul-2002,0,,,19,0,9968,40.9,28,f,0,0,6447.91493571,6447.91,5500,947.91,0,0,0,Dec-2014,185.63,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051488,1283172,6500,6500,6475, 36 months,8.9,206.4,A,A5,"Rabobank, NA",7 years,MORTGAGE,75000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051488,  Borrower added on 12/02/11 > To Payoff a Personal Family Debt<br>,other,Personal Loan,934xx,CA,23.82,0,Feb-1993,2,,,8,0,31505,73.1,24,f,0,0,6999.01,6972.09,6500,499.01,0,0,0,Dec-2012,4732.99,,Dec-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051492,1283179,12000,12000,12000, 36 months,10.65,390.88,B,B2,NBC Universal,10+ years,RENT,63000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051492,,debt_consolidation,Debt consolidation,918xx,CA,23.33,0,Dec-1998,0,,,11,0,10574,55.7,24,f,0,0,14067.9119619,14067.91,12000,2067.91,0,0,0,Dec-2014,407.13,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1018387,1246622,12000,12000,12000, 36 months,7.9,375.49,A,A4,Alphavista Services Inc,4 years,RENT,76000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1018387,  Borrower added on 12/02/11 > This loan is for a small business which will bring good results in near future.<br>,small_business,Business Loan,913xx,CA,1.03,0,Nov-2007,0,,,5,0,1372,12.1,11,f,0,0,12520.52,12520.52,12000,520.52,0,0,0,Aug-2012,8395.99,,Nov-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051410,1282893,4000,4000,4000, 36 months,12.69,134.18,B,B5,IAC,6 years,MORTGAGE,42000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051410,,debt_consolidation,Debt Consolidation Loan,436xx,OH,23.23,1,May-2000,3,18,,18,0,4763,36.9,26,f,0,0,3881.86,3881.86,3091.94,789.92,0,0,0,May-2014,134.18,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051470,1283154,1000,1000,1000, 36 months,13.49,33.94,C,C1,MicroStrategy,2 years,RENT,76000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051470,,major_purchase,Major Purchase,200xx,DC,18.52,0,Sep-2005,0,,,9,0,3808,97.6,16,f,0,0,1220.58840534,1220.59,1000,220.59,0,0,0,Dec-2014,36.33,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1042904,1273203,25000,25000,24975, 36 months,12.42,835.39,B,B4,precision plumbing,6 years,MORTGAGE,54996,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042904,,debt_consolidation,Debt Consolidation Loan,786xx,TX,11.78,0,Nov-1998,0,25,,10,0,22085,65.1,27,f,0,0,30154.5564982,30124.43,25000,5154.56,0,0,0,Dec-2014,951.01,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051458,1251300,9000,9000,8975, 36 months,12.69,301.91,B,B5,first quality maintenance ,10+ years,OWN,28944,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051458,,debt_consolidation,Debt Consolidation Loan,068xx,CT,6.92,0,Jan-2000,2,,79,5,1,6131,19,21,f,0,0,9991.09,9963.35,9000,991.09,0,0,0,Dec-2012,6678.71,,Nov-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1046355,1277399,8575,8575,8575, 36 months,15.27,298.4,C,C4,William Beaumont Hospital,10+ years,RENT,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046355,  Borrower added on 12/02/11 > I'm a recent grad that was living off my credit and now that i have 6 months before i start paying on my loan i need one manageable credit payment.<br>,debt_consolidation,Road To Debt Freedom!!!,480xx,MI,24.58,0,Jul-1990,2,68,88,16,1,6509,69.2,30,f,0,0,9377.28,9377.28,8575,802.28,0,0,0,Aug-2012,7293.78,,Sep-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051570,1282673,5400,5400,5400, 36 months,7.9,168.97,A,A4,john davis trucking co.,5 years,MORTGAGE,38000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051570,,medical,Medical Loan,898xx,NV,17.31,0,Jan-1993,0,52,114,10,1,1718,9.8,22,f,0,0,5984.15,5984.15,5400,584.15,0,0,0,Nov-2013,2271.9,,Nov-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051447,1283131,10000,10000,10000, 36 months,17.27,357.88,D,D3,Cheney brothers LLC,5 years,RENT,72000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051447,,debt_consolidation,new start,025xx,MA,12.62,0,Mar-2007,0,,,8,0,5050,80.2,11,f,0,0,12878.8716339,12878.87,10000,2878.87,0,0,0,Dec-2014,368.93,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051442,1283126,6000,6000,6000, 36 months,13.49,203.59,C,C1,,1 year,RENT,32000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051442,"  Borrower added on 12/03/11 > This loan will help me pay off all my bills, I will then be free of debt and be able to pay off this loan within a year.<br>",debt_consolidation,Debt loan,076xx,NJ,17.81,1,Dec-2003,0,9,,4,0,1524,21.2,12,f,0,0,4048.28,4048.28,2854.22,1003.39,0,190.67,1.8043000018,Jul-2013,407.18,,Dec-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051433,1283116,10000,10000,10000, 36 months,14.65,344.95,C,C3,Miami Beach Resort,4 years,RENT,33000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051433,,debt_consolidation,Debt Consolidation Loan,331xx,FL,16.44,0,Mar-2003,1,,,10,0,11694,88.9,18,f,0,0,12416.0565632,12416.06,10000,2416.06,0,0,0,Dec-2014,350.09,,Jul-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051609,1280843,2575,2575,2575, 36 months,15.96,90.48,C,C5,Hallmark Insurance,< 1 year,RENT,44420,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051609,  Borrower added on 12/01/11 > Consolidating several high interest credit cards into one payment.<br>Borrower added on 12/01/11 > Consolidating several high interest credit cards into one payment.<br>,debt_consolidation,Credit Card Loan,750xx,TX,19.67,0,Nov-1997,2,,,11,0,10201,91.1,23,f,0,0,1101.48,1101.48,659.04,332.72,0,109.72,1.06,Nov-2012,90.48,,Apr-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051409,1282892,10000,10000,10000, 36 months,9.91,322.25,B,B1,Riverside County ,< 1 year,MORTGAGE,38400,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051409,  Borrower added on 12/02/11 > I want to consolidate all my debt so I can only have one payment.<br>,debt_consolidation,debt consolidation,923xx,CA,5.34,0,Mar-1999,0,38,,6,0,3953,48.3,17,f,0,0,11599.2476054,11599.25,10000,1599.25,0,0,0,Jan-2015,330.25,,Jan-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051591,1282697,8000,8000,8000, 36 months,9.91,257.8,B,B1,,n/a,RENT,60000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051591,,home_improvement,HOME REPAIR AND IMPROVEMENTS,921xx,CA,19.9,0,Jun-2006,2,,,4,0,0,0,5,f,0,0,4387.49,4387.49,3257.79,857.57,0,272.13,2.92,Apr-2013,257.8,,Sep-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051412,1252541,12000,12000,12000, 60 months,18.64,308.92,E,E1,Parkers Lighthouse,1 year,RENT,45000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051412,"  Borrower added on 11/13/11 > Starting an Investment Company in Real Estate, to upgrade current operating systems.<br> Borrower added on 11/14/11 > I'm a great borrower because I am never late with the payments.  It is my priority to make sure business is handled first.  My current employment is very stable.  As I proceed with my business I also have a full time job and a full time pay check.<br> Borrower added on 11/18/11 > Part of the money will go toward investments themselves. <br>",small_business,Business Loan,908xx,CA,14.37,1,Sep-1990,1,15,,4,0,10374,94.3,10,f,0,0,17874.3429226,17874.34,12000,5874.34,0,0,0,Jul-2015,4909.58,,Jul-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051586,1282692,12000,12000,12000, 36 months,13.49,407.17,C,C1,Navy,2 years,OWN,79768,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051586,  Borrower added on 12/02/11 > Loan is to purchase raw land adjacent to existing raw land already owned in order to obtain a build permit. <br>,major_purchase,Raw Land Purchase,200xx,DC,16.73,0,May-2000,2,37,,6,0,2093,36.7,21,f,0,0,13502.07,13502.07,12000,1502.07,0,0,0,Jan-2013,8628.82,,Feb-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051063,1282727,10000,10000,10000, 36 months,8.9,317.54,A,A5,"Pitney Bowes, Inc",10+ years,MORTGAGE,80000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051063,  Borrower added on 12/02/11 > we are using the funds to consolidation our current credit cards to a fixed APR.<br>,debt_consolidation,Debt Consolidation Loan,640xx,MO,16.11,0,Jun-1999,0,,,6,0,3937,48.6,11,f,0,0,11429.1056804,11429.11,10000,1429.11,0,0,0,Dec-2014,327.95,,Sep-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051355,1282656,6000,6000,6000, 36 months,15.96,210.83,C,C5,San Quentin State Prison,10+ years,MORTGAGE,39168,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051355,,debt_consolidation,Debt Consolidation Loan,945xx,CA,24.85,0,Mar-1997,1,36,77,13,1,6347,81.6,30,f,0,0,2587.54,2587.54,1532.7,783.52,14.9765213679,256.34,2.52,Nov-2012,210.83,,Apr-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051159,1282834,12600,12600,12600, 60 months,14.27,294.95,C,C2,AAI Corporation,3 years,MORTGAGE,86000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051159,  Borrower added on 12/02/11 > Loan to finish basement<br>,home_improvement,Basement,173xx,PA,16.87,0,Jan-2000,1,63,,9,0,12208,56.3,40,f,0,0,16581.100873,16581.1,12600,3981.1,0,0,0,Oct-2014,6871.67,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051328,1282620,10000,10000,10000, 36 months,6.03,304.36,A,A1,,n/a,OWN,37200,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051328,  Borrower added on 12/05/11 > Credit Card Refinancing<br>,credit_card,Card Reduction,281xx,NC,17.42,0,Nov-1978,1,,,10,0,15317,20.3,13,f,0,0,10953.6565493,10953.66,10000,953.66,0,0,0,Dec-2014,287.5,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1041216,1271243,14000,14000,14000, 60 months,17.27,349.98,D,D3,showtime consessions supply,1 year,RENT,52000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041216,,car,"Used car,debt consolidation loan",286xx,NC,5.35,0,Aug-1999,1,,107,4,1,8555,75,8,f,0,0,14349.18,14349.18,8209.42,6121.56,0,18.2,3.276,May-2015,349.98,,Dec-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051152,1282826,5000,5000,5000, 36 months,12.69,167.73,B,B5,the vancouver clinic ,2 years,RENT,62400,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051152,,vacation,Vacation Loan,986xx,WA,18.98,1,Sep-1999,0,4,,17,0,10590,55.7,42,f,0,0,5428.66,5428.66,5000,428.66,0,0,0,Feb-2013,254.04,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051341,1282640,10000,10000,10000, 36 months,9.91,322.25,B,B1,Ennis Fine Furniture,10+ years,RENT,60000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051341,"  Borrower added on 12/03/11 > This loan will be used to pay off high interest credit cards.  I have been with my employer for over 11 years and am very secure in my position. My household budget including rent, utilities, car payment, cable bill is under $1000.00 dollars. Please feel free to ask any question and thank you for your consideration.<br> Borrower added on 12/05/11 > I would like to thank all of the investors so far.<br>",credit_card,Credit Card Loan,992xx,WA,14.98,0,Oct-1998,0,,,8,0,16908,73.5,14,f,0,0,11598.308165,11598.31,10000,1598.31,0,0,0,Dec-2014,334.9,,Apr-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051151,1282825,15000,15000,15000, 60 months,11.71,331.48,B,B3,ssa marine,7 years,MORTGAGE,100000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051151,,credit_card,card payoff,917xx,CA,4.52,0,Apr-1999,0,49,,10,0,12153,59,23,f,0,0,17666.13,17666.13,14999.99,2666.14,0,0,0,Sep-2013,11052.87,,Oct-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051325,1282623,6000,6000,6000, 36 months,15.27,208.79,C,C4,Wegmans Food Markets,5 years,RENT,29000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051325,,car,Car Loan,212xx,MD,2.77,0,Apr-2004,1,,,3,0,1918,54.8,5,f,0,0,6904.51,6904.51,6000,904.51,0,0,0,Feb-2013,4200.64,,Feb-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051321,1282618,5450,5450,5450, 36 months,7.9,170.54,A,A4,stamford hospital,7 years,RENT,83004,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051321,,debt_consolidation,My Loan,068xx,CT,7.42,0,Apr-2002,0,,,8,0,11229,54.5,31,f,0,0,6138.34549158,6138.35,5450,688.35,0,0,0,Dec-2014,174.91,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1047098,1278170,13500,13500,13475, 36 months,9.91,435.04,B,B1,TeamPraxis,10+ years,MORTGAGE,57700,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047098,  Borrower added on 12/02/11 > PAY OFF CREDIT CARDS<br>I PAY ALL OF MY BILLS ON-TIME OR EARLY<br>BEEN WITH MY CURRENT EMPLOYER FOR THE LAST 15-16 YEARS AND IS A GROWING BUSINESS IN HEALTHCARE.<br>,debt_consolidation,Debt ,967xx,HI,20.34,1,Dec-1994,2,23,,10,0,14643,62.3,34,f,0,0,15298.22,15269.9,13500,1798.22,0,0,0,Oct-2013,6181.99,,Nov-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051124,1282796,20000,20000,20000, 60 months,14.27,468.17,C,C2,Greenwood Enterprises,4 years,RENT,45000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051124,"  Borrower added on 12/09/11 > I have almost 30% of this loan funded and need only an additional $14,775.00 I have a tremendous credit with no poor payment history. I plan to use the money to consolidate some student debt and help with some extra income projects. I have a job I am heavily involved in with very stable footing. I would appreciate investors giving me this loan to help propel me forward financially. Thank you Lending Club <br>",debt_consolidation,GoodLuck2011,086xx,NJ,10.16,0,Feb-2004,0,,,7,0,15197,88.7,14,f,0,0,6219.3,6219.3,2471.52,2671.53,70.1230885155,1006.13,9.97,Dec-2012,938.64,,May-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050137,1281582,3000,3000,3000, 60 months,12.42,67.38,B,B4,Devereux Foundation,< 1 year,RENT,46008,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050137,,other,Personal ,194xx,PA,18.23,0,Feb-2001,1,,,16,0,3017,53.9,36,f,0,0,3180.64,3180.64,3000,180.64,0,0,0,Jun-2012,2845.08,,Jul-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051297,1282593,5000,5000,5000, 36 months,9.91,161.13,B,B1,at&t,10+ years,RENT,40000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051297,  Borrower added on 12/03/11 > repair daughters car and pay off credit card and close the account <br>,other,loan 1,674xx,KS,9.45,0,Jul-1994,0,,,3,0,20212,74,18,f,0,0,5484.24,5484.24,5000,484.24,0,0,0,Feb-2013,3394.07,,Mar-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051094,1282762,7000,7000,7000, 36 months,6.62,214.93,A,A2,,9 years,MORTGAGE,96000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051094,,small_business,bailout loan,928xx,CA,5.89,0,Aug-1999,1,,,6,0,1384,2.7,19,f,0,0,7735.5238245,7735.52,7000,735.52,0,0,0,Dec-2014,227.79,,Jun-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1048624,1279583,16000,16000,16000, 60 months,17.58,402.65,D,D4,,n/a,OWN,49000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048624,  Borrower added on 12/02/11 > thank you<br><br> Borrower added on 12/02/11 > thank you<br>,credit_card,personel,840xx,UT,12.83,0,Oct-1984,1,68,,7,0,9058,43.5,34,f,4415.77,4415.77,19298.6,19298.6,11584.24,7714.36,0,0,0,Dec-2015,402.65,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1047379,1278257,3800,3800,3800, 36 months,6.03,115.66,A,A1,,4 years,OWN,90000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047379,  Borrower added on 12/02/11 > Loan to pay off high interest Verinik loan.<br>,other,First Loan,087xx,NJ,21.32,0,Aug-1996,0,,,7,0,0,0,28,f,0,0,4104.1,4104.1,3800,304.1,0,0,0,Oct-2013,1676.62,,Nov-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1042854,1273149,28000,28000,28000, 36 months,8.9,889.09,A,A5,"Champion Bus, Inc",10+ years,RENT,110000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042854,,debt_consolidation,payoff,484xx,MI,19.28,0,Dec-1994,0,,,10,0,46660,55.5,36,f,0,0,32002.7178764,32002.72,28000,4002.72,0,0,0,Dec-2014,913.17,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1051048,1282512,15000,15000,15000, 60 months,15.27,358.98,C,C4,Benzie County Sheriff Office,7 years,MORTGAGE,77000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051048,  Borrower added on 12/03/11 > I am wanting to pay off unsecured credit card debt with a loan. I would like to be debt free in 5 years. I have been working at the same position for the last 7 and a half years.<br>,debt_consolidation,Freedom,496xx,MI,24.58,0,Jun-1998,1,,,8,0,12246,70,29,f,0,0,15755.34,15755.34,9811.07,5944.27,0,0,0,Aug-2015,358.98,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051236,1282526,6000,6000,6000, 36 months,14.27,205.86,C,C2,Worldmedia,5 years,RENT,82000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051236,"  Borrower added on 12/02/11 > Pay off credit card debt, raise my score to purchase property<br> Borrower added on 12/02/11 > been at same job since 2006, also to pay off the rest of my car loan so I won't have a monthly car payment. <br>",debt_consolidation,Debt Consolidation Loan,331xx,FL,1.27,0,Dec-1980,1,24,,8,0,1284,75.5,17,f,0,0,7392.29071174,7392.29,6000,1392.29,0,0,0,Sep-2014,821.41,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051225,1282312,4000,4000,4000, 36 months,12.42,133.67,B,B4,Scripps Clinic,3 years,RENT,31200,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051225,"  Borrower added on 12/03/11 > With this money I plan to pay off all of the debt that I have accrued over a short illness.  Not only to the doctors and hospitals but also to my loving family who pulled together to help me while I was down.  I have a clean lending record for more than three years.  I have paid off and purchased several cars.  I have paid off a dental loan in full.  In the past five years I have not missed a single payment or paid late on any of my credit lines.  I work in a large medical group in California.  I have been there for three years and have no intention of leaving the practice.  Before this current position, I was with my last employer for two years. I was laid off during the financial crash of 2008.  My monthly budget can more than cover the repayment amount, I may even be able to pay the loan off early.  I am normally very stable.  However, with this recent illness, I'm struggling and just need a little help to get back on track.  Thank you for your attention and understanding.<br>",medical,A little help from the Universe,921xx,CA,19.35,0,Oct-2006,1,,,6,0,1139,17.1,8,f,0,0,4825.25577425,4825.26,4000,810.29,14.9674571707,0,0,Jan-2015,139.62,,Oct-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,988714,1212800,15000,15000,15000, 36 months,17.58,539.14,D,D4,,n/a,OWN,62400,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=988714,,debt_consolidation,Consolidation,606xx,IL,19.1,0,Nov-1989,2,,,13,0,32172,81,47,f,0,0,19144.4977196,19144.5,15000,4144.5,0,0,0,May-2014,3979.59,,Dec-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1051204,1282292,7500,7500,7500, 36 months,14.27,257.32,C,C2,RPM International-Tremco,6 years,RENT,60000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051204,  Borrower added on 12/04/11 > Paying off all credit cards and higher interest loans.<br>,debt_consolidation,Debt Consolidation Loan,630xx,MO,16,0,Oct-1998,1,68,,6,0,6264,65.2,17,f,0,0,9258.64608792,9258.65,7500,1758.65,0,0,0,Dec-2014,272.21,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
